List,Rank,Symbol,Exchange,Signal,Score,Confidence,IC10d,Price,Predicted,Return,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50,1,NDSN,,STRONG_BUY,67.7,MEDIUM (72%),0.112,238.93,307.64,+28.76%,,,,
Top 50,2,LGN,,STRONG_BUY,61.5,HIGH (77%),0.605,45.96,52.6,+14.45%,,,,
Top 50,3,DGII,,STRONG_BUY,61.7,HIGH (76%),0.038,45.09,50.86,+12.80%,,,,
Top 50,4,BKR,,STRONG_BUY,64.8,MEDIUM (71%),0.117,50.2,58.69,+16.91%,,,,
Top 50,5,APA,,STRONG_BUY,61.8,MEDIUM (72%),0.153,25.28,31.63,+25.11%,,,,
Top 50,6,CCFE,,STRONG_BUY,58.9,MEDIUM (68%),0.166,27.35,33.87,+23.87%,,,,
Top 50,7,VONV,,STRONG_BUY,53.6,MEDIUM (65%),0.128,92.31,113.66,+23.13%,,,,
Top 50,8,BRKRP,,STRONG_BUY,50.5,MEDIUM (69%),0.512,372.7,415.44,+11.47%,,,,
Top 50,9,FANG,,STRONG_BUY,54.4,MEDIUM (60%),0.17,158.6,192.46,+21.35%,,,,
Top 50,10,INDB,,STRONG_BUY,52.9,MEDIUM (57%),0.068,73.64,87.62,+18.99%,,,,
Top 50,11,GINX,,STRONG_BUY,49.1,MEDIUM (61%),0.237,30.81,36.07,+17.08%,,,,
Top 50,12,TSLA,,STRONG_BUY,48.1,MEDIUM (53%),0.054,455.0,469.0,+3.08%,,,,
Top 50,13,EWJV,,STRONG_BUY,45.8,MEDIUM (55%),0.208,40.54,46.41,+14.48%,,,,
Top 50,14,IRMD,,STRONG_BUY,40.4,MEDIUM (62%),0.094,94.57,91.8,-2.93%,,,,
Top 50,15,AAPL,,STRONG_BUY,45.1,MEDIUM (53%),0.081,278.78,320.96,+15.13%,,,,
Top 50,16,SNPS,,STRONG_BUY,43.7,MEDIUM (53%),0.094,466.76,568.62,+21.82%,,,,
Top 50,17,INTC,,STRONG_BUY,42.0,MEDIUM (52%),0.07,40.5,40.14,-0.88%,,,,
Top 50,18,IUSV,,STRONG_BUY,37.9,MEDIUM (54%),0.149,102.61,118.91,+15.89%,,,,
Top 50,19,MDB,,STRONG_BUY,36.6,MEDIUM (56%),0.044,409.62,395.44,-3.46%,,,,
Top 50,20,WGS,,STRONG_BUY,36.5,MEDIUM (55%),0.094,158.96,124.28,-21.81%,,,,
Top 50,21,AUMI,,BUY,32.7,MEDIUM (55%),0.148,87.14,87.37,+0.27%,,,,
Top 50,22,ADBE,,STRONG_BUY,36.2,LOW (49%),0.099,346.26,407.98,+17.82%,,,,
Top 50,23,SATS,,STRONG_BUY,33.1,MEDIUM (53%),0.045,82.0,68.34,-16.66%,,,,
Top 50,24,TSBK,,STRONG_BUY,34.9,LOW (49%),0.094,34.41,39.25,+14.06%,,,,
Top 50,25,KYMR,,STRONG_BUY,29.6,LOW (49%),0.083,66.62,67.41,+1.19%,,,,
Top 50,26,YDDL,,BUY,28.4,LOW (50%),0.537,5.06,5.77,+13.96%,,,,
Top 50,27,HOOD,,STRONG_BUY,30.5,LOW (44%),0.056,131.95,106.78,-19.08%,,,,
Top 50,28,UTHR,,BUY,26.0,LOW (48%),0.062,479.51,476.41,-0.65%,,,,
Top 50,29,TEM,,BUY,19.5,MEDIUM (54%),0.106,76.33,76.83,+0.65%,,,,
Top 50,30,PLTR,,BUY,19.1,LOW (50%),0.083,177.92,138.02,-22.43%,,,,
Top 50,31,META,,BUY,19.3,LOW (48%),0.033,673.42,666.63,-1.01%,,,,
,,,,,,,,,,,,,,
Top 20 Momentum,1,SMX,NASDAQ,,,,,   331.98,,,20519.88,4185357,,
Top 20 Momentum,2,MHUA,NASDAQ,,,,,    14.02,,,6513.21,87349,,
Top 20 Momentum,3,WTO,NASDAQ,,,,,     1.20,,,3100.00,89161310,,
Top 20 Momentum,4,TGL,NASDAQ,,,,,    19.78,,,2261.23,2772161,,
Top 20 Momentum,5,EPWK,NASDAQ,,,,,     1.41,,,1885.92,20914137,,
Top 20 Momentum,6,PMN,NASDAQ,,,,,     7.63,,,1862.95,702364,,
Top 20 Momentum,7,MBRX,NASDAQ,,,,,     7.71,,,1496.27,1845757,,
Top 20 Momentum,8,EZGO,NASDAQ,,,,,     2.22,,,1412.26,811628,,
Top 20 Momentum,9,PLRZ,NASDAQ,,,,,    13.10,,,1399.54,9992297,,
Top 20 Momentum,10,MESA,NASDAQ,,,,,    21.00,,,1229.11,241362,,
Top 20 Momentum,11,RUBI,NASDAQ,,,,,     2.65,,,994.59,26541353,,
Top 20 Momentum,12,STRO,NASDAQ,,,,,     8.66,,,974.31,581353,,
Top 20 Momentum,13,MTVA,NASDAQ,,,,,     8.18,,,922.74,445645,,
Top 20 Momentum,14,SPHL,NASDAQ,,,,,     4.53,,,873.36,131495,,
Top 20 Momentum,15,XHLD,NASDAQ,,,,,     2.40,,,730.45,948174,,
Top 20 Momentum,16,JXG,NASDAQ,,,,,     4.62,,,709.82,401064,,
Top 20 Momentum,17,ASNS,NASDAQ,,,,,     3.11,,,638.37,1114466,,
Top 20 Momentum,18,BLMZ,NASDAQ,,,,,     1.02,,,523.47,2443858,,
Top 20 Momentum,19,TLRY,NASDAQ,,,,,     7.35,,,461.07,30845792,,
Top 20 Momentum,20,SQQQ,NASDAQ,,,,,    67.26,,,398.96,99076403,,
,,,,,,,,,,,,,,
Top 20 Volume,1,NVDA,NASDAQ,,,,,   182.41,,,,, 35010788015,-0.08
Top 20 Volume,2,TSLA,NASDAQ,,,,,   455.00,,,,, 30849893266,8.91
Top 20 Volume,3,QQQ,NASDAQ,,,,,   623.52,,,,, 29082472811,3.03
Top 20 Volume,4,GOOGL,NASDAQ,,,,,   314.89,,,,, 18412928431,-1.16
Top 20 Volume,5,AAPL,NASDAQ,,,,,   278.78,,,,, 12410010894,1.04
Top 20 Volume,6,META,NASDAQ,,,,,   673.42,,,,, 12113932995,9.85
Top 20 Volume,7,MSFT,NASDAQ,,,,,   483.16,,,,, 12111472432,1.93
Top 20 Volume,8,GOOG,NASDAQ,,,,,   320.62,,,,, 11048572070,0.68
Top 20 Volume,9,AVGO,NASDAQ,,,,,   390.24,,,,,  9983613334,3.25
Top 20 Volume,10,AMZN,NASDAQ,,,,,   233.88,,,,,  9137658857,3.36
Top 20 Volume,11,AMD,NASDAQ,,,,,   217.97,,,,,  8174794034,1.36
Top 20 Volume,12,PLTR,NASDAQ,,,,,   177.92,,,,,  5961585701,9.66
Top 20 Volume,13,NFLX,NASDAQ,,,,,   100.24,,,,,  4793497739,-6.29
Top 20 Volume,14,MU,NASDAQ,,,,,   237.22,,,,,  4783781129,5.93
Top 20 Volume,15,MSTR,NASDAQ,,,,,   178.99,,,,,  4288960846,-0.03
Top 20 Volume,16,TQQQ,NASDAQ,,,,,    55.80,,,,,  4063693914,9.24
Top 20 Volume,17,INTC,NASDAQ,,,,,    40.50,,,,,  3834545108,13.16
Top 20 Volume,18,HOOD,NASDAQ,,,,,   131.95,,,,,  3493564601,14.77
Top 20 Volume,19,IBIT,NASDAQ,,,,,    50.69,,,,,  3246898882,0.24
Top 20 Volume,20,TLT,NASDAQ,,,,,    87.88,,,,,  2906232359,-2.37
